timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,label
20979,1.00,0.04,-0.07,0.06,0.43,-0.37,-45.00,-33.00,23.00,sitting_down
21085,1.00,0.04,-0.06,-0.61,-0.18,-0.06,-44.00,-35.00,28.00,sitting_down
21178,1.00,0.04,-0.07,-0.31,-0.31,-0.18,-41.00,-34.00,27.00,sitting_down
21284,1.00,0.04,-0.07,0.55,0.61,0.12,-44.00,-32.00,23.00,sitting_down
21377,1.00,0.04,-0.06,0.00,0.67,0.00,-43.00,-32.00,25.00,sitting_down
21470,1.00,0.04,-0.07,0.06,0.49,-0.18,-45.00,-34.00,26.00,sitting_down
21576,1.00,0.04,-0.07,-0.61,-0.24,-0.12,-44.00,-33.00,23.00,sitting_down
21670,1.00,0.04,-0.06,-0.12,0.61,0.18,-46.00,-31.00,26.00,sitting_down
21776,1.00,0.04,-0.07,0.12,0.67,-0.18,-45.00,-33.00,25.00,sitting_down
21869,1.00,0.04,-0.07,0.06,0.67,0.00,-44.00,-34.00,23.00,sitting_down
21975,1.00,0.04,-0.07,-0.43,-0.49,-0.06,-44.00,-33.00,26.00,sitting_down
22069,1.00,0.04,-0.06,-1.16,-1.95,0.00,-44.00,-33.00,29.00,sitting_down
22175,1.00,0.04,-0.06,-0.79,-1.22,0.24,-46.00,-33.00,25.00,sitting_down
22268,1.00,0.04,-0.06,-0.37,-1.16,0.00,-46.00,-34.00,21.00,sitting_down
22361,1.00,0.04,-0.06,0.00,-0.31,0.06,-45.00,-34.00,23.00,sitting_down
22467,1.00,0.04,-0.06,-0.49,-0.06,-0.06,-43.00,-31.00,24.00,sitting_down
22560,1.00,0.04,-0.06,-0.37,-0.55,-0.12,-43.00,-33.00,30.00,sitting_down
22666,1.00,0.04,-0.07,-0.55,-0.31,-0.12,-44.00,-34.00,25.00,sitting_down
22760,1.00,0.04,-0.07,-0.31,-0.18,-0.18,-45.00,-31.00,24.00,sitting_down
22866,1.00,0.04,-0.06,0.00,0.00,-0.06,-43.00,-33.00,22.00,sitting_down
22959,1.00,0.04,-0.07,0.31,1.22,0.18,-46.00,-36.00,22.00,sitting_down
23065,1.00,0.04,-0.06,-0.12,0.06,0.18,-48.00,-34.00,24.00,sitting_down
23158,1.00,0.04,-0.06,0.18,0.49,0.00,-45.00,-31.00,24.00,sitting_down
23264,1.00,0.04,-0.07,-0.12,0.61,-0.18,-44.00,-34.00,22.00,sitting_down
23357,1.00,0.04,-0.07,-0.43,0.18,0.18,-44.00,-33.00,26.00,sitting_down
23450,1.00,0.04,-0.07,0.61,0.24,-0.55,-47.00,-34.00,24.00,sitting_down
23556,1.01,0.04,-0.07,-0.37,0.31,0.00,-43.00,-32.00,26.00,sitting_down
23650,1.00,0.04,-0.07,-0.67,-0.67,0.37,-45.00,-33.00,22.00,sitting_down
23756,1.00,0.04,-0.06,0.31,0.92,0.37,-45.00,-32.00,23.00,sitting_down
23849,1.00,0.04,-0.07,0.24,0.98,0.12,-43.00,-34.00,21.00,sitting_down
23955,1.00,0.04,-0.07,0.06,0.67,0.12,-45.00,-32.00,21.00,sitting_down
24048,1.00,0.04,-0.06,-0.55,0.06,-0.24,-45.00,-33.00,24.00,sitting_down
24154,1.00,0.04,-0.07,-0.43,-0.61,-0.12,-46.00,-32.00,28.00,sitting_down
24247,1.00,0.04,-0.06,-0.55,-0.73,-0.06,-44.00,-32.00,26.00,sitting_down
24353,1.00,0.04,-0.06,-0.55,-0.61,0.18,-44.00,-34.00,27.00,sitting_down
24446,1.00,0.04,-0.06,-0.49,-0.12,-0.12,-45.00,-35.00,23.00,sitting_down
24540,1.01,0.04,-0.06,0.43,0.24,0.00,-43.00,-32.00,25.00,sitting_down
